description,amount,category,date,transaction_type,account_name,month,source
Zomato food delivery - INR 37232 - Ref 505875,802.88,Miscellaneous,,,,,indian
Demat account transfer - INR 22832 - Ref 854198,1894.98,Professional Fees,,,,,indian
IRCTC train ticket - INR 45723 - Ref 545954,521.11,Travel,,,,,indian
Airport taxi fare - INR 16795 - Ref 354098,1823.37,Travel,,,,,indian
Home loan EMI - INR 34859 - Ref 540264,3988.06,Rent,,,,,indian
Mutual fund SIP - INR 12655 - Ref 528963,3962.57,Professional Fees,,,,,indian
Bike loan EMI - INR 39825 - Ref 779333,3636.73,Rent,,,,,indian
Amazon online shopping - INR 45511 - Ref 781033,248.07,Office Supplies,,,,,indian
NPS contribution - INR 35804 - Ref 386880,4908.99,Professional Fees,,,,,indian
Hotel stay booking - INR 19172 - Ref 436445,1844.82,Travel,,,,,indian
Hotel dinner bill - INR 11357 - Ref 396509,803.9,Miscellaneous,,,,,indian
Share trading debit - INR 15726 - Ref 863090,3628.67,Professional Fees,,,,,indian
Dominos pizza order - INR 24175 - Ref 449433,285.82,Miscellaneous,,,,,indian
Zomato food delivery - INR 20850 - Ref 244067,192.65,Miscellaneous,,,,,indian
Stock market investment - INR 2958 - Ref 677020,765.58,Professional Fees,,,,,indian
Fixed deposit investment - INR 7325 - Ref 364531,4657.21,Professional Fees,,,,,indian
Bike loan EMI - INR 39316 - Ref 995533,4065.23,Rent,,,,,indian
Bike loan EMI - INR 15470 - Ref 453189,2965.62,Rent,,,,,indian
Flight ticket booking - INR 39247 - Ref 691259,930.41,Travel,,,,,indian
Consumer durable EMI - INR 19721 - Ref 999834,1019.33,Rent,,,,,indian
Demat account transfer - INR 30791 - Ref 482033,2777.44,Professional Fees,,,,,indian
Airport taxi fare - INR 45483 - Ref 811346,1006.49,Travel,,,,,indian
Demat account transfer - INR 33298 - Ref 275461,1777.09,Professional Fees,,,,,indian
Amazon,11.7,Office Supplies,2019-01-24,debit,Platinum Card,2019-01,excel
Bus ticket purchase - INR 11328 - Ref 355374,2051.26,Travel,,,,,indian
Lifestyle store purchase - INR 27203 - Ref 262791,50.66,Office Supplies,,,,,indian
Flight ticket booking - INR 1732 - Ref 494734,1377.07,Travel,,,,,indian
Personal loan EMI - INR 40741 - Ref 662463,1095.95,Rent,,,,,indian
KFC online order - INR 24859 - Ref 742247,359.44,Miscellaneous,,,,,indian
Airport taxi fare - INR 36902 - Ref 803813,694.31,Travel,,,,,indian
Consumer durable EMI - INR 32400 - Ref 700907,3381.81,Rent,,,,,indian
Flight ticket booking - INR 35363 - Ref 405783,1167.2,Travel,,,,,indian
Car loan EMI - INR 522 - Ref 571975,4795.76,Rent,,,,,indian
Consumer durable EMI - INR 1581 - Ref 101895,1263.65,Rent,,,,,indian
Chevron,4.58,Travel,2018-04-06,debit,Platinum Card,2018-04,excel
Lifestyle store purchase - INR 17974 - Ref 646771,71.73,Office Supplies,,,,,indian
Dominos pizza order - INR 33525 - Ref 256140,759.87,Miscellaneous,,,,,indian
Credit card EMI - INR 39945 - Ref 382771,2184.09,Rent,,,,,indian
Supermarket shopping - INR 12655 - Ref 511392,275.33,Office Supplies,,,,,indian
Amazon,13.84,Office Supplies,2019-03-19,debit,Platinum Card,2019-03,excel
Grocery food items - INR 32811 - Ref 436996,983.95,Miscellaneous,,,,,indian
Airport taxi fare - INR 19932 - Ref 583032,1812.87,Travel,,,,,indian
Dominos pizza order - INR 35589 - Ref 522583,709.22,Miscellaneous,,,,,indian
Hotel stay booking - INR 7500 - Ref 432772,1676.23,Travel,,,,,indian
Zomato food delivery - INR 1652 - Ref 236897,996.2,Miscellaneous,,,,,indian
Fixed deposit investment - INR 29740 - Ref 647275,3832.15,Professional Fees,,,,,indian
eBay online order - INR 39070 - Ref 583433,171.84,Office Supplies,,,,,indian
Consumer durable EMI - INR 19710 - Ref 344081,2380.5,Rent,,,,,indian
ETF purchase - INR 45829 - Ref 687747,4488.49,Professional Fees,,,,,indian
Credit card EMI - INR 17358 - Ref 776864,2592.56,Rent,,,,,indian
Personal loan EMI - INR 40439 - Ref 388814,3875.48,Rent,,,,,indian
Grocery Store,44.25,Office Supplies,2018-07-05,debit,Silver Card,2018-07,excel
Supermarket shopping - INR 34226 - Ref 388542,230.46,Office Supplies,,,,,indian
Ola cab booking - INR 17326 - Ref 592749,2824.29,Travel,,,,,indian
Electronics purchase - INR 2375 - Ref 392362,46.42,Office Supplies,,,,,indian
Retail store shopping - INR 29388 - Ref 922292,469.59,Office Supplies,,,,,indian
Ola cab booking - INR 31492 - Ref 953539,2239.69,Travel,,,,,indian
Personal loan EMI - INR 9481 - Ref 681936,4322.61,Rent,,,,,indian
Hotel stay booking - INR 49968 - Ref 851641,1501.49,Travel,,,,,indian
Uber ride payment - INR 2999 - Ref 961031,2150.03,Travel,,,,,indian
Supermarket shopping - INR 37277 - Ref 771271,252.65,Office Supplies,,,,,indian
Bakery purchase - INR 8440 - Ref 768182,268.05,Miscellaneous,,,,,indian
Hotel dinner bill - INR 18589 - Ref 497815,233.43,Miscellaneous,,,,,indian
Hotel stay booking - INR 9135 - Ref 859374,623.85,Travel,,,,,indian
Amazon online shopping - INR 11079 - Ref 697295,180.89,Office Supplies,,,,,indian
Flipkart purchase - INR 29892 - Ref 653933,342.82,Office Supplies,,,,,indian
Cafe coffee purchase - INR 17733 - Ref 361517,810.97,Miscellaneous,,,,,indian
KFC online order - INR 47996 - Ref 764788,451.66,Miscellaneous,,,,,indian
Amazon online shopping - INR 12517 - Ref 728898,26.82,Office Supplies,,,,,indian
Mall shopping payment - INR 654 - Ref 211076,257.9,Office Supplies,,,,,indian
Lifestyle store purchase - INR 2605 - Ref 228382,351.33,Office Supplies,,,,,indian
Amazon online shopping - INR 149 - Ref 626060,265.6,Office Supplies,,,,,indian
Electronics purchase - INR 34268 - Ref 343232,375.52,Office Supplies,,,,,indian
Electronics purchase - INR 49140 - Ref 249335,419.21,Office Supplies,,,,,indian
Restaurant dine-in bill - INR 21045 - Ref 191375,707.74,Miscellaneous,,,,,indian
Retail store shopping - INR 8985 - Ref 686207,326.97,Office Supplies,,,,,indian
Hotel dinner bill - INR 16038 - Ref 771203,485.77,Miscellaneous,,,,,indian
Appliance EMI - INR 39165 - Ref 968105,1660.18,Rent,,,,,indian
Share trading debit - INR 19853 - Ref 231332,2963.64,Professional Fees,,,,,indian
NPS contribution - INR 30773 - Ref 301571,1415.91,Professional Fees,,,,,indian
Lifestyle store purchase - INR 47105 - Ref 975665,439.1,Office Supplies,,,,,indian
Uber ride payment - INR 13442 - Ref 647191,2969.84,Travel,,,,,indian
Laptop EMI payment - INR 5670 - Ref 402531,1592.8,Rent,,,,,indian
Education loan EMI - INR 42815 - Ref 112666,1312.33,Rent,,,,,indian
Home loan EMI - INR 40337 - Ref 934422,4029.89,Rent,,,,,indian
Grocery food items - INR 7926 - Ref 993490,365.51,Miscellaneous,,,,,indian
Ola cab booking - INR 5807 - Ref 304650,801.43,Travel,,,,,indian
Demat account transfer - INR 42683 - Ref 121254,4481.14,Professional Fees,,,,,indian
Retail store shopping - INR 35913 - Ref 290825,434.56,Office Supplies,,,,,indian
Mobile EMI payment - INR 37895 - Ref 943843,1628.02,Rent,,,,,indian
Appliance EMI - INR 2103 - Ref 755069,3629.22,Rent,,,,,indian
ETF purchase - INR 39044 - Ref 572101,3971.32,Professional Fees,,,,,indian
NPS contribution - INR 10263 - Ref 398921,3789.13,Professional Fees,,,,,indian
Laptop EMI payment - INR 9845 - Ref 173947,2907.23,Rent,,,,,indian
Personal loan EMI - INR 23268 - Ref 732161,2132.99,Rent,,,,,indian
Gold bond investment - INR 35304 - Ref 271033,2290.34,Professional Fees,,,,,indian
Flight ticket booking - INR 32168 - Ref 709934,2348.37,Travel,,,,,indian
Stock market investment - INR 16972 - Ref 328778,713.42,Professional Fees,,,,,indian
Ola cab booking - INR 30501 - Ref 763241,1050.3,Travel,,,,,indian
Mall shopping payment - INR 21434 - Ref 947699,115.62,Office Supplies,,,,,indian
Mobile EMI payment - INR 34916 - Ref 921039,2058.66,Rent,,,,,indian
Personal loan EMI - INR 24865 - Ref 308326,2636.77,Rent,,,,,indian
Share trading debit - INR 38295 - Ref 150089,1588.2,Professional Fees,,,,,indian
Appliance EMI - INR 37686 - Ref 255677,4653.42,Rent,,,,,indian
Dominos pizza order - INR 44233 - Ref 602228,120.85,Miscellaneous,,,,,indian
Metro card recharge - INR 11211 - Ref 809184,1695.22,Travel,,,,,indian
PPF contribution - INR 15448 - Ref 829190,2654.26,Professional Fees,,,,,indian
Uber ride payment - INR 24579 - Ref 183835,811.87,Travel,,,,,indian
Ajio clothing purchase - INR 11559 - Ref 923943,133.83,Office Supplies,,,,,indian
MakeMyTrip travel booking - INR 48875 - Ref 764657,2845.39,Travel,,,,,indian
Flipkart purchase - INR 1525 - Ref 814347,431.8,Office Supplies,,,,,indian
Amazon online shopping - INR 24897 - Ref 969095,247.13,Office Supplies,,,,,indian
Grocery food items - INR 40914 - Ref 155668,164.4,Miscellaneous,,,,,indian
Ajio clothing purchase - INR 27122 - Ref 784365,371.02,Office Supplies,,,,,indian
Fixed deposit investment - INR 9547 - Ref 127760,2639.56,Professional Fees,,,,,indian
Mutual fund SIP - INR 23351 - Ref 132062,857.25,Professional Fees,,,,,indian
Myntra fashion order - INR 289 - Ref 256080,140.64,Office Supplies,,,,,indian
Airport taxi fare - INR 4006 - Ref 545407,2517.08,Travel,,,,,indian
Bakery purchase - INR 44720 - Ref 474042,320.94,Miscellaneous,,,,,indian
Home loan EMI - INR 21488 - Ref 360556,1542.66,Rent,,,,,indian
Appliance EMI - INR 35983 - Ref 352321,3368.81,Rent,,,,,indian
KFC online order - INR 42508 - Ref 650088,428.24,Miscellaneous,,,,,indian
Restaurant dine-in bill - INR 4316 - Ref 502790,118.98,Miscellaneous,,,,,indian
Mall shopping payment - INR 4534 - Ref 368845,424.06,Office Supplies,,,,,indian
Bike loan EMI - INR 10572 - Ref 117283,3478.94,Rent,,,,,indian
Grocery food items - INR 31829 - Ref 506970,927.82,Miscellaneous,,,,,indian
Swiggy order payment - INR 15640 - Ref 540839,269.92,Miscellaneous,,,,,indian
Swiggy order payment - INR 17693 - Ref 895502,824.14,Miscellaneous,,,,,indian
McDonald's meal payment - INR 6188 - Ref 837533,462.66,Miscellaneous,,,,,indian
Grocery Store,80.79,Office Supplies,2018-04-01,debit,Platinum Card,2018-04,excel
MakeMyTrip travel booking - INR 19058 - Ref 773852,460.74,Travel,,,,,indian
Fixed deposit investment - INR 3376 - Ref 928685,4140.88,Professional Fees,,,,,indian
Lifestyle store purchase - INR 25566 - Ref 967670,331.58,Office Supplies,,,,,indian
Lifestyle store purchase - INR 45976 - Ref 650423,444.63,Office Supplies,,,,,indian
Mobile EMI payment - INR 37764 - Ref 753636,3596.72,Rent,,,,,indian
Grocery Store,9.09,Office Supplies,2018-03-30,debit,Silver Card,2018-03,excel
Retirement fund investment - INR 43124 - Ref 889102,4403.76,Professional Fees,,,,,indian
Swiggy order payment - INR 23384 - Ref 893655,593.9,Miscellaneous,,,,,indian
Ajio clothing purchase - INR 29091 - Ref 910194,123.06,Office Supplies,,,,,indian
Credit Card Payment,1390.37,Professional Fees,2019-09-06,credit,Platinum Card,2019-09,excel
Fixed deposit investment - INR 20884 - Ref 445733,271.33,Professional Fees,,,,,indian
Mobile EMI payment - INR 1860 - Ref 339906,1350.08,Rent,,,,,indian
Electronics purchase - INR 23315 - Ref 847501,385.61,Office Supplies,,,,,indian
Bike loan EMI - INR 21440 - Ref 353583,4268.13,Rent,,,,,indian
Airport taxi fare - INR 7106 - Ref 506713,642.62,Travel,,,,,indian
Appliance EMI - INR 11873 - Ref 640522,4192.22,Rent,,,,,indian
Mobile EMI payment - INR 27570 - Ref 785199,2253.41,Rent,,,,,indian
Home loan EMI - INR 9040 - Ref 814373,3003.17,Rent,,,,,indian
Dominos pizza order - INR 33227 - Ref 440717,222.71,Miscellaneous,,,,,indian
KFC online order - INR 24663 - Ref 406844,496.55,Miscellaneous,,,,,indian
Uber ride payment - INR 47760 - Ref 463993,1860.25,Travel,,,,,indian
Uber ride payment - INR 38390 - Ref 221792,2887.2,Travel,,,,,indian
Bike loan EMI - INR 20047 - Ref 210088,1910.58,Rent,,,,,indian
Grocery food items - INR 16875 - Ref 720367,229.47,Miscellaneous,,,,,indian
McDonald's meal payment - INR 17456 - Ref 250678,784.7,Miscellaneous,,,,,indian
Education loan EMI - INR 34622 - Ref 193809,3935.26,Rent,,,,,indian
Swiggy order payment - INR 11105 - Ref 667336,64.51,Miscellaneous,,,,,indian
Shell,34.69,Travel,2019-08-21,debit,Platinum Card,2019-08,excel
Car loan EMI - INR 10714 - Ref 993964,2258.0,Rent,,,,,indian
Share trading debit - INR 25081 - Ref 107903,4266.24,Professional Fees,,,,,indian
Dominos pizza order - INR 12020 - Ref 428352,426.85,Miscellaneous,,,,,indian
Dominos pizza order - INR 38946 - Ref 389623,262.44,Miscellaneous,,,,,indian
Car loan EMI - INR 6017 - Ref 898731,3501.84,Rent,,,,,indian
New York Deli,21.38,Miscellaneous,2018-12-22,debit,Platinum Card,2018-12,excel
Rapido bike ride - INR 30292 - Ref 126928,771.43,Travel,,,,,indian
Credit card EMI - INR 15053 - Ref 239386,4798.45,Rent,,,,,indian
Credit card EMI - INR 46863 - Ref 404308,3631.69,Rent,,,,,indian
Mall shopping payment - INR 44934 - Ref 527694,482.3,Office Supplies,,,,,indian
Hotel dinner bill - INR 37992 - Ref 543594,645.24,Miscellaneous,,,,,indian
MakeMyTrip travel booking - INR 13491 - Ref 540100,318.28,Travel,,,,,indian
Car loan EMI - INR 19254 - Ref 103189,4352.06,Rent,,,,,indian
Metro card recharge - INR 43161 - Ref 650567,2610.7,Travel,,,,,indian
Starbucks,7.0,Miscellaneous,2018-04-12,debit,Platinum Card,2018-04,excel
Fixed deposit investment - INR 33461 - Ref 874667,2390.95,Professional Fees,,,,,indian
ETF purchase - INR 21646 - Ref 714766,1850.57,Professional Fees,,,,,indian
Mall shopping payment - INR 5010 - Ref 321469,335.17,Office Supplies,,,,,indian
Myntra fashion order - INR 31608 - Ref 466867,392.05,Office Supplies,,,,,indian
Amazon online shopping - INR 47581 - Ref 458723,388.08,Office Supplies,,,,,indian
Laptop EMI payment - INR 2872 - Ref 509587,3392.18,Rent,,,,,indian
Fixed deposit investment - INR 9373 - Ref 702207,2856.3,Professional Fees,,,,,indian
Home loan EMI - INR 21052 - Ref 241575,3618.43,Rent,,,,,indian
NPS contribution - INR 23323 - Ref 816553,2633.93,Professional Fees,,,,,indian
Car loan EMI - INR 19110 - Ref 195735,4792.34,Rent,,,,,indian
Electronics purchase - INR 20664 - Ref 925384,385.54,Office Supplies,,,,,indian
Grocery food items - INR 3335 - Ref 300152,601.93,Miscellaneous,,,,,indian
Education loan EMI - INR 48129 - Ref 211990,2521.02,Rent,,,,,indian
MakeMyTrip travel booking - INR 349 - Ref 337425,2765.13,Travel,,,,,indian
Car loan EMI - INR 32704 - Ref 121626,3832.3,Rent,,,,,indian
Personal loan EMI - INR 2069 - Ref 588774,2235.73,Rent,,,,,indian
Lifestyle store purchase - INR 27795 - Ref 793169,94.53,Office Supplies,,,,,indian
Amazon,38.56,Office Supplies,2019-05-07,debit,Platinum Card,2019-05,excel
Laptop EMI payment - INR 14553 - Ref 864226,3212.89,Rent,,,,,indian
Metro card recharge - INR 29208 - Ref 795313,1377.42,Travel,,,,,indian
Hotel stay booking - INR 12077 - Ref 558075,1378.99,Travel,,,,,indian
Share trading debit - INR 23582 - Ref 556582,2398.33,Professional Fees,,,,,indian
Appliance EMI - INR 16327 - Ref 769214,2241.1,Rent,,,,,indian
Electronics purchase - INR 24003 - Ref 370129,111.3,Office Supplies,,,,,indian
Consumer durable EMI - INR 22319 - Ref 587417,1167.97,Rent,,,,,indian
IRCTC train ticket - INR 24908 - Ref 972368,529.23,Travel,,,,,indian
Car loan EMI - INR 32861 - Ref 319655,3011.4,Rent,,,,,indian
MakeMyTrip travel booking - INR 49689 - Ref 610023,2031.49,Travel,,,,,indian
Personal loan EMI - INR 9082 - Ref 101641,2989.11,Rent,,,,,indian
IRCTC train ticket - INR 9562 - Ref 130723,381.5,Travel,,,,,indian
Retail store shopping - INR 46271 - Ref 513947,292.18,Office Supplies,,,,,indian
Mobile EMI payment - INR 808 - Ref 309518,1013.89,Rent,,,,,indian
KFC online order - INR 38683 - Ref 551926,815.18,Miscellaneous,,,,,indian
Bike loan EMI - INR 36426 - Ref 680240,1464.96,Rent,,,,,indian
Myntra fashion order - INR 24801 - Ref 315587,306.43,Office Supplies,,,,,indian
Retirement fund investment - INR 18177 - Ref 721613,537.86,Professional Fees,,,,,indian
Gold bond investment - INR 25162 - Ref 245545,4867.42,Professional Fees,,,,,indian
KFC online order - INR 8241 - Ref 169723,264.86,Miscellaneous,,,,,indian
Uber ride payment - INR 3558 - Ref 894435,1838.9,Travel,,,,,indian
Bike loan EMI - INR 14275 - Ref 117367,1743.75,Rent,,,,,indian
Hotel dinner bill - INR 48411 - Ref 532815,258.99,Miscellaneous,,,,,indian
American Tavern,36.44,Miscellaneous,2018-07-02,debit,Silver Card,2018-07,excel
Grocery food items - INR 25646 - Ref 372706,694.9,Miscellaneous,,,,,indian
Fixed deposit investment - INR 15865 - Ref 285775,4646.56,Professional Fees,,,,,indian
Ola cab booking - INR 13776 - Ref 390084,860.06,Travel,,,,,indian
Amazon online shopping - INR 10992 - Ref 899578,481.12,Office Supplies,,,,,indian
Supermarket shopping - INR 45836 - Ref 572045,420.61,Office Supplies,,,,,indian
Rapido bike ride - INR 5725 - Ref 643115,703.71,Travel,,,,,indian
KFC online order - INR 7083 - Ref 547323,680.03,Miscellaneous,,,,,indian
Education loan EMI - INR 34232 - Ref 314819,1699.2,Rent,,,,,indian
Flight ticket booking - INR 39250 - Ref 716147,2290.51,Travel,,,,,indian
Ola cab booking - INR 27908 - Ref 657614,1595.26,Travel,,,,,indian
KFC online order - INR 49566 - Ref 588251,407.7,Miscellaneous,,,,,indian
McDonald's meal payment - INR 11284 - Ref 970428,189.72,Miscellaneous,,,,,indian
Dominos pizza order - INR 22233 - Ref 928240,366.53,Miscellaneous,,,,,indian
MakeMyTrip travel booking - INR 47621 - Ref 741559,554.86,Travel,,,,,indian
Restaurant dine-in bill - INR 13202 - Ref 456365,459.84,Miscellaneous,,,,,indian
Mutual fund SIP - INR 1607 - Ref 654368,3050.27,Professional Fees,,,,,indian
Restaurant dine-in bill - INR 46201 - Ref 499681,926.32,Miscellaneous,,,,,indian
Mobile EMI payment - INR 15822 - Ref 325570,4570.75,Rent,,,,,indian
Car loan EMI - INR 2236 - Ref 898131,4493.97,Rent,,,,,indian
ETF purchase - INR 49042 - Ref 337641,1813.42,Professional Fees,,,,,indian
Appliance EMI - INR 40007 - Ref 104372,3732.43,Rent,,,,,indian
Personal loan EMI - INR 36016 - Ref 563721,4313.37,Rent,,,,,indian
KFC online order - INR 33390 - Ref 775452,115.18,Miscellaneous,,,,,indian
Car loan EMI - INR 34139 - Ref 478755,1025.51,Rent,,,,,indian
Credit card EMI - INR 16781 - Ref 764911,3589.52,Rent,,,,,indian
Rapido bike ride - INR 46412 - Ref 998998,1943.0,Travel,,,,,indian
Bakery purchase - INR 2947 - Ref 142146,183.04,Miscellaneous,,,,,indian
Lifestyle store purchase - INR 47540 - Ref 632948,324.43,Office Supplies,,,,,indian
Home loan EMI - INR 30620 - Ref 862206,3470.92,Rent,,,,,indian
Amazon online shopping - INR 8162 - Ref 291598,268.0,Office Supplies,,,,,indian
Mobile EMI payment - INR 23014 - Ref 183920,2046.25,Rent,,,,,indian
Uber ride payment - INR 9617 - Ref 854561,1021.39,Travel,,,,,indian
Retail store shopping - INR 49895 - Ref 546340,134.99,Office Supplies,,,,,indian
eBay online order - INR 9276 - Ref 416692,239.78,Office Supplies,,,,,indian
Flipkart purchase - INR 48683 - Ref 105110,172.57,Office Supplies,,,,,indian
Gold bond investment - INR 39247 - Ref 851083,3840.36,Professional Fees,,,,,indian
Flight ticket booking - INR 28466 - Ref 839553,889.8,Travel,,,,,indian
Swiggy order payment - INR 43407 - Ref 790539,263.79,Miscellaneous,,,,,indian
Share trading debit - INR 25529 - Ref 334197,1629.0,Professional Fees,,,,,indian
Cafe coffee purchase - INR 43909 - Ref 971048,171.11,Miscellaneous,,,,,indian
Metro card recharge - INR 31378 - Ref 921877,2718.62,Travel,,,,,indian
MakeMyTrip travel booking - INR 11667 - Ref 644493,2992.53,Travel,,,,,indian
Gold bond investment - INR 20610 - Ref 607711,2404.28,Professional Fees,,,,,indian
Bike loan EMI - INR 15495 - Ref 490945,2880.59,Rent,,,,,indian
Flight ticket booking - INR 28088 - Ref 322963,949.11,Travel,,,,,indian
Retail store shopping - INR 31666 - Ref 455166,254.17,Office Supplies,,,,,indian
